gene	case1	case2	case3	case4	case5	case6	case7	control1	control2	control3	control4	control5	control6	control7
Prkx	1	1	0	2	1	1	1	0	0	0	0	0	0	0
Prl	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl2a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl2b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl2c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl2c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl2c3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Prl2c5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl3d3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl4a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl5a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl6a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl7a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl7a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl7b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl7c1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl7d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prl8a9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prlh	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prlhr	0	3	1	2	2	4	5	3	8	6	6	4	10	4
Prlr	2	0	1	0	1	0	0	0	1	0	0	1	2	0
Prm1	6	8	3	5	2	5	3	3	6	3	6	4	2	4
Prm2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Prm3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Prmt1	1	1	5	3	3	8	1	0	6	3	9	2	2	3
Prmt10	1	1	0	0	1	4	5	0	1	1	0	0	2	1
Prmt2	1	1	0	1	1	0	0	0	5	0	1	0	2	2
Prmt3	2	0	0	0	1	1	0	1	1	3	1	3	1	0
Prmt5	2	3	0	0	1	3	0	1	1	2	1	3	1	1
Prmt6	14	11	16	17	12	14	20	16	18	14	23	12	17	29
Prmt7	7	15	12	9	11	15	19	21	38	51	47	30	58	41
Prmt8	128	109	112	150	126	124	127	75	108	112	119	84	128	75
Prnd	1	3	1	1	1	2	0	0	1	0	0	0	0	0
Prnp	25	17	35	23	26	20	31	14	43	29	31	21	23	20
Proc	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Proca1	41	21	28	20	35	26	25	15	24	15	13	9	15	10
Procr	0	0	1	0	4	5	3	0	0	0	0	0	0	0
Prodh	220	244	303	217	212	236	283	49	91	80	57	52	80	57
Prodh2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Prok1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prok2	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Prokr1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Prokr2	0	1	0	0	1	0	0	0	0	0	2	0	0	1
Prol1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prom1	6	2	2	7	2	6	5	1	1	1	2	2	2	1
Prom2	2	0	5	2	1	4	1	0	7	3	0	1	6	2
Prop1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prorsd1	20	36	21	23	20	30	45	29	45	28	42	32	33	31
Pros1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
Prosapip1	12	13	15	13	13	9	8	16	24	29	55	31	20	34
Prosc	19	18	19	33	24	31	24	8	8	10	13	7	4	6
Prox1	17	16	20	14	17	16	17	3	7	10	4	1	10	5
Prox2	93	113	132	96	114	120	119	104	138	216	111	170	170	141
Proz	358	340	266	289	257	289	277	369	446	429	492	363	447	344
Prp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf18	10	5	2	10	5	9	2	3	9	6	5	6	4	6
Prpf19	3	2	5	8	4	6	3	2	8	4	4	5	5	6
Prpf3	3	4	4	7	3	2	5	0	1	2	6	3	1	1
Prpf31	96	80	75	129	87	78	98	32	49	34	53	37	42	25
Prpf38a	2	2	7	4	2	6	4	4	3	1	1	0	1	0
Prpf38b	271	245	297	225	212	247	272	73	96	83	136	79	80	97
Prpf39	1322	1598	1554	1382	1258	1451	1647	1743	1991	1827	2216	1495	1848	1582
Prpf4	1	0	0	0	1	3	1	0	1	0	0	0	1	0
Prpf40a	3	9	5	8	4	6	12	3	8	5	4	3	5	2
Prpf40b	16	6	14	8	8	9	10	7	4	8	9	6	8	5
Prpf4b	31	30	35	32	31	31	39	7	19	21	27	9	21	21
Prpf6	3	10	8	6	5	8	5	3	7	6	9	6	8	9
Prpf8	2	3	6	5	4	6	4	3	2	2	3	2	7	1
Prph	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Prph2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpmp5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prps1	5	2	4	3	4	5	1	0	4	6	4	1	3	4
Prps1l1	0	0	0	1	1	0	0	2	1	0	1	0	1	0
Prps1l3	1	3	3	0	4	3	1	1	1	0	2	0	2	1
Prps2	3	2	2	1	1	3	3	1	4	4	5	1	6	2
Prpsap1	0	3	0	3	3	0	3	2	2	1	0	0	1	0
Prpsap2	2	0	0	2	1	0	2	1	1	2	3	2	1	1
Prr11	6	5	4	1	1	3	1	3	4	2	2	1	1	1
Prr12	3	11	9	12	7	8	8	1	10	9	6	8	4	4
Prr13	3	3	6	4	7	3	4	1	4	0	3	0	2	0
Prr14	16	17	11	17	11	7	15	1	3	7	7	4	8	2
Prr15	2	0	0	1	0	0	1	0	0	0	0	0	0	0
Prr15l	7	6	6	3	4	8	8	1	3	2	4	1	2	4
Prr16	1	3	1	0	0	0	0	0	1	1	1	1	0	0
Prr18	2	4	8	3	3	1	2	6	10	11	10	5	15	6
Prr19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr22	1	0	0	0	0	1	0	0	0	0	0	1	0	1
Prr23a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr24	2	0	4	0	0	3	0	2	7	2	1	1	1	0
Prr3	98	103	110	70	80	66	66	46	38	69	63	23	57	35
Prr5	0	0	1	2	3	0	3	0	0	1	3	1	0	0
Prr5l	1	1	0	1	0	0	0	0	0	1	1	1	0	2
Prr7	2	2	0	0	2	0	0	5	11	10	13	9	11	13
Prr9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prrc1	3	1	10	6	1	1	3	0	0	1	0	0	2	0
Prrc2a	45	24	29	29	27	31	26	20	34	36	39	35	22	35
Prrc2b	59	41	40	58	60	54	59	40	52	48	77	28	38	41
Prrc2c	12	10	21	14	12	6	11	8	20	19	17	11	11	7
Prrg1	0	0	0	0	0	1	1	0	0	0	0	0	1	0
Prrg2	5	3	5	2	7	9	2	1	4	4	2	1	8	4
Prrg3	5	1	0	6	8	2	5	12	9	3	9	8	3	8
Prrg4	13	14	7	9	13	3	7	5	7	5	6	7	2	6
Prrt1	191	137	155	206	127	158	136	18	20	19	29	17	17	16
Prrt2	50	43	47	48	45	48	42	9	15	19	31	20	21	15
Prrt3	9	9	13	15	8	7	12	7	9	13	17	4	16	11
Prrt4	0	0	0	2	1	0	2	0	0	2	0	0	1	1
Prrx1	2	2	4	1	5	1	2	1	0	1	1	0	0	0
Prrx2	1	0	0	0	0	0	0	0	0	0	0	0	1	1
Prrxl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Prss12	1	1	0	3	0	2	1	4	6	5	4	1	3	1
Prss16	2	0	0	1	0	1	0	0	2	2	0	1	0	0
Prss2	0	0	0	0	0	0	0	1	3	0	1	0	0	1
Prss21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss22	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Prss23	0	0	1	0	2	0	2	2	1	1	1	1	1	0
Prss27	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Prss28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss33	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Prss34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss35	2	6	9	5	5	5	5	2	1	0	7	2	1	2
Prss36	22	14	16	29	9	14	10	2	10	9	11	2	9	4
Prss37	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Prss38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss41	0	1	0	0	0	0	0	1	1	0	2	0	3	0
Prss42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss45	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Prss46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss50	6	16	9	3	4	14	11	12	14	20	18	15	15	22
Prss51	5	3	2	2	2	2	5	1	1	0	1	0	2	0
Prss52	81	73	68	57	66	47	87	7	10	13	10	9	10	8
Prss53	177	221	222	174	165	201	242	103	160	166	125	133	168	114
Prss54	1	0	1	0	0	3	0	2	2	4	0	0	0	0
Prss55	2	0	1	3	1	0	1	0	0	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	2	0	2	1	3	1	0
Prss57	19	30	21	21	11	15	12	54	59	60	50	27	39	26
Prss58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prss8	34	28	45	51	27	40	38	16	27	33	27	29	32	21
Prtg	0	2	2	1	1	1	2	0	3	1	1	1	4	0
Prtn3	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Prune	9	8	10	9	10	11	7	2	6	9	1	4	3	5
Prune2	8	8	10	4	4	9	16	5	5	4	1	8	10	4
Prx	36	29	29	28	35	20	19	61	73	77	101	46	56	49
Psap	48	48	55	48	35	50	47	25	60	52	60	34	35	41
Psapl1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Psat1	1	2	0	0	1	0	0	1	3	2	1	0	2	0
Psca	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Psd	123	147	130	138	103	129	161	50	80	94	117	73	108	110
Psd2	32	29	27	44	33	21	42	5	6	6	6	10	9	6
Psd3	20	14	12	13	12	13	13	12	11	8	24	15	17	12
Psd4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Psen1	5	4	3	4	4	3	3	2	6	5	6	4	4	3
Psen2	1	1	1	1	1	0	0	0	3	0	0	0	1	0
Psenen	19	18	27	22	15	17	16	12	17	11	8	10	6	14
Psg-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg16	1	0	0	2	1	0	0	0	0	0	0	0	0	0
Psg17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg23	19	23	26	22	19	21	22	23	23	32	28	13	21	24
Psg25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psg29	0	0	2	0	1	5	4	0	3	2	3	0	3	2
Psip1	815	865	758	892	776	731	932	316	448	341	486	307	419	284
Pskh1	0	0	0	0	2	0	0	0	4	1	0	2	0	0
Psma1	3	2	0	1	3	2	0	0	1	0	2	0	1	1
Psma2	2	3	4	4	8	1	2	1	3	3	2	3	1	2
Psma3	14	9	6	8	9	4	5	3	4	4	1	9	5	0
Psma4	10	9	27	37	24	20	18	8	15	25	19	12	19	19
Psma5	11	4	11	6	11	12	15	4	10	5	7	4	7	5
Psma6	0	2	0	0	1	1	2	0	3	0	0	4	0	1
Psma7	3	3	4	7	3	8	1	2	8	3	15	8	4	3
Psma8	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Psmb1	0	3	0	1	4	0	2	0	2	2	0	3	0	1
Psmb10	5	5	5	6	2	4	6	3	7	4	11	7	3	1
Psmb11	0	5	4	0	6	3	5	4	0	6	3	0	1	3
Psmb2	0	0	1	0	1	0	1	0	0	0	0	0	0	0
Psmb3	7	4	8	8	7	3	2	1	1	4	1	2	3	5
Psmb4	3	2	5	5	5	10	5	3	3	5	3	5	4	4
Psmb5	0	0	0	0	1	1	1	2	3	1	1	0	4	0
Psmb6	1	1	3	1	5	2	3	2	1	1	3	3	2	2
Psmb7	58	48	47	36	39	32	62	20	36	34	56	26	29	23
Psmb8	0	1	0	0	1	0	0	0	0	0	0	1	0	0
Psmb9	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Psmc1	23	21	26	27	23	39	27	19	22	19	27	22	29	13
Psmc2	7	2	3	5	3	4	5	1	5	3	4	2	3	3
Psmc3	9	13	23	17	13	11	21	6	13	12	22	7	14	12
Psmc3ip	63	86	55	46	45	63	71	35	29	48	53	38	42	22
Psmc4	5	1	5	5	4	3	10	0	5	0	7	3	9	2
Psmc5	28	30	28	26	27	19	26	5	9	6	7	11	13	7
Psmc6	3	2	3	3	3	2	4	1	2	1	1	1	1	0
Psmd1	12	10	12	12	7	10	21	7	15	10	13	7	15	14
Psmd10	0	0	2	0	1	2	1	0	0	1	1	0	2	0
Psmd11	82	77	88	76	81	66	96	64	101	70	90	59	82	63
Psmd12	2	3	2	5	3	8	3	2	4	1	2	3	2	2
Psmd13	2	0	2	1	2	1	0	1	3	0	2	1	2	1
Psmd14	4	5	2	1	3	4	7	2	6	7	4	2	2	5
Psmd2	43	40	47	48	42	44	53	20	40	31	48	33	36	32
Psmd3	27	21	28	23	19	24	26	13	15	21	25	18	18	26
Psmd4	8	6	4	7	8	7	2	2	8	4	9	5	7	3
Psmd5	0	0	1	0	0	2	2	0	2	1	0	0	1	1
Psmd6	2	2	4	4	2	6	4	3	3	2	4	3	4	1
Psmd7	53	39	53	51	55	46	46	34	50	38	67	50	35	57
Psmd8	4	3	3	2	3	4	8	0	5	1	5	5	4	1
Psmd9	0	0	2	0	1	0	2	0	1	3	0	0	3	0
Psme1	201	244	237	201	28	25	129	64	112	120	82	15	16	44
Psme2	1	1	2	2	1	1	1	0	1	2	3	1	2	3
Psme3	13	12	14	11	12	7	7	5	11	17	10	9	14	9
Psme4	0	6	1	2	1	4	4	3	2	5	2	4	1	3
Psmf1	28	39	47	38	24	49	40	28	16	35	22	22	28	20
Psmg1	2	0	1	2	1	2	1	0	1	2	1	2	0	1
Psmg2	0	0	1	2	1	1	1	0	1	1	1	0	0	0
Psmg3	0	0	0	0	0	1	1	0	0	3	0	1	1	1
Psmg4	2	1	1	1	1	0	0	3	1	0	0	0	0	1
Psors1c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pspc1	52	47	38	42	41	39	49	17	27	30	22	16	24	19
Psph	27	28	39	45	30	29	40	19	28	27	26	17	31	24
Pspn	21	30	27	34	31	28	29	8	15	13	17	21	24	8
Psrc1	3	5	5	3	1	3	5	3	6	4	3	2	5	3
Pstk	26	47	23	30	22	28	30	16	18	15	15	13	14	17
Pstpip1	1	3	4	1	1	1	1	0	1	0	0	1	0	2
Pstpip2	2	1	1	2	0	1	0	2	1	1	1	1	0	2
Ptafr	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptar1	1	0	0	0	1	0	2	1	0	1	0	0	0	0
Ptbp1	8	5	12	12	11	6	6	10	20	19	20	8	19	15
Ptbp2	6	1	10	11	6	4	5	2	5	7	5	7	6	3
Ptcd1	522	602	651	578	553	636	650	402	471	460	524	419	487	384
Ptcd2	2	0	1	2	0	1	2	1	0	2	0	1	3	1
Ptcd3	40	56	35	45	30	33	51	7	10	6	10	4	13	11
Ptch1	26	14	17	23	19	21	22	5	8	5	7	4	8	1
Ptch2	1	0	1	0	0	0	0	0	1	0	0	1	0	0
Ptchd1	61	35	35	46	44	49	58	13	26	13	30	17	24	17
Ptchd2	4	7	4	1	4	5	1	0	2	5	4	6	4	1
Ptchd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptcra	3	4	0	4	2	3	2	0	2	1	1	0	0	1
Ptdss1	138	145	156	166	149	126	176	94	105	104	126	83	136	85
Ptdss2	4	3	1	5	5	0	2	3	3	1	4	3	4	3
Pten	16	17	15	9	20	20	17	16	23	11	16	24	13	9
Pter	752	966	1034	759	630	789	1057	2036	2926	1752	2845	1712	1184	1593
Ptf1a	0	0	0	0	1	1	3	0	0	0	0	0	0	0
Ptgdr	0	0	2	1	0	0	0	0	3	1	1	0	0	0
Ptgds	23	20	39	28	24	34	19	5	5	4	4	3	4	10
Ptger1	752	841	1009	878	718	810	917	638	825	841	860	639	892	727
Ptger2	1	0	0	1	0	0	1	0	1	0	3	0	0	0
Ptger3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ptger4	4	7	9	3	3	6	4	6	12	14	12	9	10	8
Ptges	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ptges2	1	1	0	1	2	1	1	2	4	2	2	5	2	0
Ptges3	28	20	27	33	29	38	36	11	24	20	23	19	30	18
Ptgfr	0	0	0	1	0	1	1	0	0	0	0	0	1	0
Ptgfrn	2	1	0	0	1	0	0	7	4	11	9	2	6	4
Ptgir	5	1	2	3	8	4	8	0	0	1	0	0	1	0
Ptgis	0	2	0	1	1	1	2	66	66	64	52	41	55	45
Ptgr1	0	0	1	0	0	0	0	0	0	0	0	2	0	0
Ptgr2	168	174	143	159	177	186	166	89	80	69	90	93	78	72
Ptgs1	0	1	1	2	0	1	0	3	1	3	3	3	1	1
Ptgs2	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Pth	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pth1r	7	1	2	2	3	1	2	1	4	2	3	2	1	3
Pth2	3	3	1	3	3	3	3	2	1	1	2	2	1	1
Pth2r	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Pthlh	0	0	0	0	1	2	0	1	2	0	2	2	0	1
Ptk2	2	6	5	2	3	3	7	9	2	9	23	5	9	9
Ptk2b	0	0	1	0	0	1	0	10	13	23	25	15	19	20
Ptk6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ptk7	1	3	0	1	1	1	2	0	2	2	3	1	0	0
Ptma	187	122	232	184	172	178	133	67	119	123	262	102	142	102
Ptms	186	168	200	209	174	172	175	187	263	217	335	211	260	204
Ptn	42	26	43	44	30	44	24	22	52	50	74	36	38	40
Ptov1	274	272	290	346	305	315	326	62	66	84	76	93	112	59
Ptp4a1	3	0	2	6	1	5	2	3	3	1	2	1	6	0
Ptp4a2	2	1	2	3	1	1	1	2	3	2	3	4	9	1
Ptp4a3	2	2	2	2	1	2	0	3	1	5	2	2	2	1
Ptpdc1	5	3	2	4	4	4	8	3	1	1	1	3	3	1
Ptpla	8	3	1	5	6	6	0	6	3	4	7	1	12	3
Ptplad1	60	40	48	68	35	38	61	17	21	22	20	13	23	14
Ptplad2	52	55	50	36	51	49	52	19	39	56	37	24	63	29
Ptplb	4	6	2	3	2	6	3	3	3	4	6	7	6	5
Ptpmt1	255	223	110	404	108	90	117	94	138	56	243	41	48	39
Ptpn1	1	2	1	1	5	0	1	3	0	3	5	4	1	2
Ptpn11	10	12	6	11	3	9	12	4	7	5	15	2	8	11
Ptpn12	0	2	2	3	4	2	3	0	2	1	8	5	4	4
Ptpn13	3	0	3	1	2	1	1	1	2	0	1	0	2	1
Ptpn14	0	2	1	1	2	0	1	2	0	2	0	0	0	0
Ptpn18	4	1	0	3	2	2	3	3	6	7	3	1	4	2
Ptpn2	21	14	13	18	12	13	14	2	4	7	7	3	7	2
Ptpn20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn21	19	15	13	11	5	5	8	0	2	2	1	1	2	3
Ptpn22	1	3	0	3	0	0	1	0	0	0	0	0	1	0
Ptpn23	2	3	6	2	4	2	1	1	5	2	2	2	0	4
Ptpn3	5	4	3	11	8	3	9	9	6	3	12	7	5	1
Ptpn4	7	8	3	6	6	6	6	2	4	1	7	0	0	1
Ptpn5	2	3	3	4	1	2	0	26	33	40	53	41	36	37
Ptpn6	0	0	0	0	0	0	0	1	1	2	0	1	1	0
Ptpn7	17	21	14	12	14	8	9	8	9	15	6	3	12	10
Ptpn9	59	43	65	64	46	55	54	28	61	53	48	36	63	50
Ptpra	14	17	17	30	13	20	16	10	17	18	25	11	20	15
Ptprb	5	7	4	4	7	3	4	6	5	8	11	5	4	4
Ptprc	1	0	0	1	0	0	0	1	1	0	0	0	0	0
Ptprcap	25	15	21	14	18	12	18	3	7	7	7	2	10	6
Ptprd	9	16	16	12	11	19	14	6	9	8	12	15	16	4
Ptpre	4	1	2	2	3	2	4	5	7	5	4	5	3	4
Ptprf	3	0	1	2	1	2	0	1	7	4	4	3	4	7
Ptprg	3	6	5	6	4	4	4	3	1	6	5	2	4	4
Ptprh	0	2	1	0	0	0	0	0	1	0	0	0	1	1
Ptprj	6	3	8	7	7	8	7	5	3	12	15	8	8	5
Ptprk	10	4	9	11	6	10	8	2	7	4	3	1	1	2
Ptprm	3	2	11	5	8	12	8	1	1	2	4	3	0	1
Ptprn	64	64	61	59	72	81	95	30	47	56	60	45	58	52
Ptprn2	4	5	6	11	10	6	4	7	18	6	34	10	24	13
Ptpro	1	0	1	0	0	0	1	1	4	0	3	2	4	2
Ptprq	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ptprr	4	2	3	3	4	0	4	1	2	2	1	2	1	1
Ptprs	21	9	20	13	18	18	13	10	19	19	23	18	17	21
Ptprt	3	1	3	6	1	4	3	4	4	5	3	0	3	1
Ptpru	2	1	4	1	4	2	1	1	3	1	3	1	0	2
Ptprv	0	0	1	0	0	0	1	0	3	2	0	2	1	3
Ptprz1	27	35	22	24	15	22	29	10	19	18	16	8	16	10
Ptrf	7	3	11	10	11	19	9	3	4	7	3	3	4	6
Ptrh1	14	12	8	8	22	8	16	1	0	6	5	4	5	3
Ptrh2	35	32	29	28	25	31	34	431	456	510	615	355	464	373
Pts	1	0	0	2	1	0	0	0	0	1	0	1	1	2
Pttg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pttg1ip	5	6	7	3	4	5	6	5	5	6	8	2	5	7
Ptx3	1	1	0	2	2	2	1	0	2	1	2	0	2	1
Ptx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Puf60	20	10	28	21	25	24	27	11	11	14	31	19	20	18
Pum1	2	3	2	4	5	3	6	3	5	7	5	4	3	2
Pum2	13	10	11	13	13	12	4	4	16	10	19	11	17	7
Pura	6	12	13	9	4	8	4	4	7	8	9	3	11	4
Purb	109	89	103	130	118	86	100	75	141	94	109	79	93	78
Purg	1	1	2	4	3	3	1	4	1	1	3	4	3	3
Pus1	18	12	16	28	23	27	27	17	21	19	31	15	25	21
Pus10	152	145	156	184	131	141	187	109	112	96	124	64	106	109
Pus3	139	205	206	117	104	146	175	49	87	62	57	42	64	58
Pus7	1	1	1	0	0	1	1	2	0	4	2	2	1	1
Pus7l	0	0	0	1	1	0	0	0	1	1	0	0	1	0
Pusl1	22	20	29	22	10	3	12	14	18	13	16	14	1	10
Pvalb	36	25	32	46	29	35	15	1	0	2	1	4	1	3
Pvr	15	19	14	22	10	17	15	3	3	5	5	0	10	1
Pvrl1	3	0	7	1	2	7	2	2	2	1	1	3	1	1
Pvrl2	1	0	5	1	1	0	5	0	2	4	2	2	5	2
Pvrl3	1	1	2	0	0	2	0	0	0	0	4	0	1	0
Pvrl4	4	1	4	2	1	1	1	1	0	0	1	0	1	0
Pvt1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Pwp1	13	9	24	14	17	13	13	5	4	11	8	9	11	2
Pwp2	0	2	1	2	1	1	1	0	1	0	2	1	2	1
Pwwp2a	160	138	177	175	181	156	202	49	50	52	42	47	65	43
Pwwp2b	0	0	1	3	1	2	1	5	4	4	7	3	8	1
Pxdn	4	3	1	1	3	7	7	3	3	5	2	3	4	0
Pxk	27	26	33	38	18	27	30	5	3	12	10	11	13	7
Pxmp2	0	1	0	0	1	0	1	0	0	0	0	0	0	0
Pxmp3	3	3	2	6	0	2	1	5	17	10	17	6	17	4
Pxmp4	11	10	9	11	5	9	15	0	8	6	10	6	7	7
Pxn	13	18	7	9	4	6	4	0	4	3	4	0	0	3
Pxt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pycard	10	11	18	6	6	7	7	1	5	2	5	4	6	5
Pycr1	16	11	22	14	5	8	13	25	43	41	36	24	30	21
Pycr2	0	0	1	0	0	0	0	2	1	1	0	1	2	0
Pycrl	11	18	15	11	15	23	19	1	4	5	1	7	3	4
Pydc3	0	0	1	0	0	0	0	1	0	0	0	1	1	0
Pydc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pygb	60	51	63	52	345	352	570	18	31	22	30	138	202	170
Pygl	1	0	1	0	0	2	1	0	0	1	1	0	0	0
Pygm	3	1	2	1	3	7	2	15	4	5	19	13	8	18
Pygo1	0	0	4	2	3	3	0	0	5	4	0	3	3	0
Pygo2	4	2	1	3	1	2	2	1	0	2	5	4	1	1
Pyhin1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pyroxd1	338	440	365	347	270	347	307	236	280	272	351	206	229	224
Pyroxd2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Pyy	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pzp	25	19	16	15	20	25	15	15	14	14	11	14	17	14
Qars	30	21	26	27	26	24	27	43	62	58	57	41	56	39
Qdpr	5	4	7	5	6	4	5	4	2	5	5	3	6	5
Qk	43	27	24	40	33	25	45	17	24	27	39	8	29	14
Qpct	0	0	0	0	0	1	0	0	1	2	2	0	1	0
Qpctl	21	36	36	19	39	31	72	10	24	20	22	21	23	24
Qprt	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Qrfp	8	10	6	9	2	2	5	3	5	9	5	5	6	5
Qrfpr	2	1	1	0	0	1	0	1	3	6	4	4	8	1
Qrich1	25	23	35	22	19	13	17	20	44	47	44	25	43	23
Qrich2	0	0	4	0	3	2	5	2	5	2	6	2	5	2
Qrsl1	9	11	7	12	8	8	5	6	7	4	8	3	10	4
Qser1	6	1	0	1	0	3	3	1	2	0	1	3	1	1
Qsox1	0	1	0	2	0	1	2	2	1	0	0	0	0	0
Qsox2	1	1	0	1	1	0	0	0	0	0	2	2	0	0
Qtrt1	0	0	0	1	0	0	0	2	0	0	0	0	0	0
